po_number,supplier_id,supplier_name,part_number,expected_date,received_date,qty_ordered,qty_received,inbound_lead_time_days,discrepancy_qty,warehouse_id
PO12211,SUP-001,Supplier A,MN-5544,05-01-2025,07-01-2025,61,45,2,16,WH-01
PO12212,SUP-001,Supplier A,ZX-9910,27-01-2025,06-02-2025,311,304,10,7,WH-01
PO12213,SUP-002,Supplier B,ZX-9910,18-11-2024,21-11-2024,316,305,3,11,WH-01
PO12214,SUP-001,Supplier A,ZX-9910,07-08-2025,16-08-2025,51,44,9,7,WH-01
PO12215,SUP-003,Supplier C,AX-4312,23-06-2024,03-07-2024,188,153,10,35,WH-01
PO12216,SUP-002,Supplier B,BR-2208,20-03-2024,30-03-2024,261,254,10,7,WH-03
PO12217,SUP-002,Supplier B,MN-5544,25-09-2025,29-09-2025,302,289,4,13,WH-01
PO12218,SUP-002,Supplier B,ZX-9910,23-10-2024,29-10-2024,291,271,6,20,WH-01
PO12219,SUP-003,Supplier C,MN-5544,23-09-2025,29-09-2025,198,169,6,29,WH-01
PO12220,SUP-003,Supplier C,MN-5544,07-12-2025,14-12-2025,69,46,7,23,WH-01
PO12221,SUP-001,Supplier A,BR-2208,22-02-2025,01-03-2025,184,176,7,8,WH-03
PO12222,SUP-001,Supplier A,CL-7781,02-01-2026,03-01-2026,343,322,1,21,WH-01
PO12223,SUP-002,Supplier B,ZX-9910,12-10-2025,22-10-2025,194,157,10,37,WH-01
PO12224,SUP-003,Supplier C,CL-7781,07-01-2025,15-01-2025,100,91,8,9,WH-01
PO12225,SUP-002,Supplier B,AX-4312,02-01-2025,10-01-2025,249,229,8,20,WH-01
PO12226,SUP-003,Supplier C,AX-4312,14-12-2025,22-12-2025,119,99,8,20,WH-01
PO12227,SUP-003,Supplier C,BR-2208,27-01-2025,05-02-2025,88,65,9,23,WH-03
PO12228,SUP-001,Supplier A,CL-7781,22-12-2025,23-12-2025,67,40,1,27,WH-01
PO12229,SUP-002,Supplier B,AX-4312,13-01-2025,22-01-2025,293,262,9,31,WH-01
PO12230,SUP-003,Supplier C,BR-2208,19-02-2025,01-03-2025,332,323,10,9,WH-03
PO12231,SUP-001,Supplier A,MN-5544,13-01-2025,22-01-2025,229,198,9,31,WH-01
PO12232,SUP-002,Supplier B,AX-4312,08-04-2025,18-04-2025,331,307,10,24,WH-01
PO12233,SUP-001,Supplier A,BR-2208,22-10-2025,02-11-2025,328,295,11,33,WH-03
PO12234,SUP-003,Supplier C,CL-7781,28-10-2025,06-11-2025,229,190,9,39,WH-01
PO12235,SUP-001,Supplier A,AX-4312,11-04-2025,18-04-2025,336,330,7,6,WH-01
PO12236,SUP-002,Supplier B,ZX-9910,13-03-2025,21-03-2025,338,318,8,20,WH-01
PO12237,SUP-002,Supplier B,BR-2208,14-11-2025,16-11-2025,67,35,2,32,WH-03
PO12238,SUP-001,Supplier A,BR-2208,23-07-2024,28-07-2024,275,256,5,19,WH-03
PO12239,SUP-001,Supplier A,MN-5544,31-08-2024,03-09-2024,295,278,3,17,WH-01
PO12240,SUP-002,Supplier B,ZX-9910,24-01-2026,01-02-2026,121,92,8,29,WH-01
PO12241,SUP-001,Supplier A,CL-7781,19-02-2026,24-02-2026,392,382,5,10,WH-01
PO12242,SUP-003,Supplier C,CL-7781,16-01-2026,18-01-2026,235,210,2,25,WH-01
PO12243,SUP-002,Supplier B,CL-7781,29-06-2025,03-07-2025,210,198,4,12,WH-01
PO12244,SUP-001,Supplier A,AX-4312,13-06-2024,21-06-2024,138,135,8,3,WH-01
PO12245,SUP-001,Supplier A,BR-2208,21-07-2025,31-07-2025,259,223,10,36,WH-03
PO12246,SUP-001,Supplier A,AX-4312,09-03-2025,12-03-2025,328,313,3,15,WH-01
PO12247,SUP-003,Supplier C,AX-4312,23-12-2024,24-12-2024,189,166,1,23,WH-01
PO12248,SUP-001,Supplier A,AX-4312,26-09-2024,28-09-2024,358,351,2,7,WH-01
PO12249,SUP-003,Supplier C,MN-5544,25-12-2025,27-12-2025,106,102,2,4,WH-01
PO12250,SUP-002,Supplier B,CL-7781,11-05-2025,21-05-2025,231,219,10,12,WH-01
PO12251,SUP-003,Supplier C,BR-2208,12-03-2025,15-03-2025,334,332,3,2,WH-03
PO12252,SUP-002,Supplier B,ZX-9910,20-09-2024,30-09-2024,153,142,10,11,WH-01
PO12253,SUP-002,Supplier B,AX-4312,17-03-2025,19-03-2025,157,130,2,27,WH-01
PO12254,SUP-003,Supplier C,CL-7781,12-11-2025,14-11-2025,126,90,2,36,WH-01
PO12255,SUP-003,Supplier C,BR-2208,25-11-2025,01-12-2025,307,271,6,36,WH-03
PO12256,SUP-002,Supplier B,CL-7781,22-11-2025,29-11-2025,331,306,7,25,WH-01
PO12257,SUP-003,Supplier C,BR-2208,17-05-2025,25-05-2025,253,238,8,15,WH-03
PO12258,SUP-003,Supplier C,ZX-9910,16-02-2026,23-02-2026,303,295,7,8,WH-01
PO12259,SUP-003,Supplier C,ZX-9910,15-04-2025,20-04-2025,54,44,5,10,WH-01
PO12260,SUP-002,Supplier B,ZX-9910,08-05-2025,18-05-2025,357,345,10,12,WH-01
PO12261,SUP-002,Supplier B,ZX-9910,13-03-2024,22-03-2024,230,216,9,14,WH-01
PO12262,SUP-003,Supplier C,ZX-9910,05-07-2025,15-07-2025,297,291,10,6,WH-01
PO12263,SUP-002,Supplier B,BR-2208,18-08-2025,26-08-2025,304,290,8,14,WH-03
PO12264,SUP-001,Supplier A,ZX-9910,10-08-2025,14-08-2025,390,385,4,5,WH-01
PO12265,SUP-001,Supplier A,CL-7781,23-09-2025,24-09-2025,60,35,1,25,WH-01
PO12266,SUP-002,Supplier B,CL-7781,18-06-2024,23-06-2024,200,172,5,28,WH-01
PO12267,SUP-001,Supplier A,CL-7781,17-09-2024,22-09-2024,286,260,5,26,WH-01
PO12268,SUP-002,Supplier B,MN-5544,18-01-2025,25-01-2025,200,185,7,15,WH-01
PO12269,SUP-001,Supplier A,ZX-9910,26-11-2025,30-11-2025,153,138,4,15,WH-01
PO12270,SUP-001,Supplier A,ZX-9910,25-08-2024,30-08-2024,349,338,5,11,WH-01
PO12271,SUP-003,Supplier C,CL-7781,02-03-2024,12-03-2024,305,273,10,32,WH-01
PO12272,SUP-003,Supplier C,AX-4312,07-09-2024,16-09-2024,61,57,9,4,WH-01
PO12273,SUP-002,Supplier B,CL-7781,09-07-2025,15-07-2025,293,266,6,27,WH-01
PO12274,SUP-003,Supplier C,BR-2208,04-06-2025,12-06-2025,148,144,8,4,WH-03
PO12275,SUP-002,Supplier B,MN-5544,10-10-2025,12-10-2025,275,263,2,12,WH-01
PO12276,SUP-002,Supplier B,CL-7781,10-09-2025,17-09-2025,155,142,7,13,WH-01
PO12277,SUP-002,Supplier B,BR-2208,29-03-2024,09-04-2024,91,54,11,37,WH-03
PO12278,SUP-003,Supplier C,AX-4312,27-10-2024,31-10-2024,230,198,4,32,WH-01
PO12279,SUP-003,Supplier C,AX-4312,27-09-2024,04-10-2024,105,98,7,7,WH-01
PO12280,SUP-001,Supplier A,MN-5544,18-05-2024,23-05-2024,305,296,5,9,WH-01
PO12281,SUP-001,Supplier A,ZX-9910,22-07-2025,02-08-2025,192,155,11,37,WH-01
PO12282,SUP-002,Supplier B,AX-4312,11-06-2024,16-06-2024,270,252,5,18,WH-01
PO12283,SUP-001,Supplier A,ZX-9910,11-07-2025,17-07-2025,356,347,6,9,WH-01
PO12284,SUP-001,Supplier A,CL-7781,01-06-2024,07-06-2024,53,23,6,30,WH-01
PO12285,SUP-001,Supplier A,CL-7781,05-10-2024,07-10-2024,385,346,2,39,WH-01
PO12286,SUP-001,Supplier A,BR-2208,31-05-2024,04-06-2024,330,308,4,22,WH-03
PO12287,SUP-001,Supplier A,CL-7781,14-05-2024,16-05-2024,150,148,2,2,WH-01
PO12288,SUP-003,Supplier C,BR-2208,11-09-2025,20-09-2025,110,93,9,17,WH-03
PO12289,SUP-002,Supplier B,BR-2208,13-04-2025,24-04-2025,112,79,11,33,WH-03
PO12290,SUP-002,Supplier B,CL-7781,03-11-2025,12-11-2025,309,281,9,28,WH-01
PO12291,SUP-001,Supplier A,MN-5544,29-07-2024,07-08-2024,304,290,9,14,WH-01
PO12292,SUP-003,Supplier C,MN-5544,18-03-2024,28-03-2024,385,374,10,11,WH-01
PO12293,SUP-002,Supplier B,AX-4312,11-06-2025,15-06-2025,118,85,4,33,WH-01
PO12294,SUP-001,Supplier A,ZX-9910,09-04-2024,19-04-2024,50,12,10,38,WH-01
PO12295,SUP-003,Supplier C,MN-5544,18-07-2025,28-07-2025,322,296,10,26,WH-01
PO12296,SUP-002,Supplier B,AX-4312,10-08-2024,18-08-2024,223,185,8,38,WH-01
PO12297,SUP-002,Supplier B,ZX-9910,02-06-2024,12-06-2024,98,61,10,37,WH-01
PO12298,SUP-001,Supplier A,MN-5544,12-10-2025,19-10-2025,199,196,7,3,WH-01
PO12299,SUP-001,Supplier A,BR-2208,03-01-2026,04-01-2026,108,100,1,8,WH-03
PO12300,SUP-002,Supplier B,BR-2208,23-04-2025,27-04-2025,248,226,4,22,WH-03
PO12301,SUP-003,Supplier C,AX-4312,12-09-2024,14-09-2024,98,75,2,23,WH-01
PO12302,SUP-002,Supplier B,BR-2208,30-08-2024,07-09-2024,296,266,8,30,WH-03
PO12303,SUP-001,Supplier A,AX-4312,23-03-2025,31-03-2025,97,64,8,33,WH-01
PO12304,SUP-002,Supplier B,ZX-9910,24-02-2025,03-03-2025,265,240,7,25,WH-01
PO12305,SUP-002,Supplier B,ZX-9910,15-07-2024,24-07-2024,76,73,9,3,WH-01
PO12306,SUP-003,Supplier C,CL-7781,29-09-2024,03-10-2024,244,223,4,21,WH-01
PO12307,SUP-002,Supplier B,MN-5544,16-06-2024,17-06-2024,391,380,1,11,WH-01
PO12308,SUP-003,Supplier C,AX-4312,29-12-2024,05-01-2025,361,358,7,3,WH-01
PO12309,SUP-002,Supplier B,CL-7781,07-04-2025,17-04-2025,392,373,10,19,WH-01
PO12310,SUP-003,Supplier C,CL-7781,23-02-2025,02-03-2025,205,190,7,15,WH-01
PO12311,SUP-003,Supplier C,AX-4312,18-01-2025,23-01-2025,194,158,5,36,WH-01
PO12312,SUP-002,Supplier B,MN-5544,09-08-2025,12-08-2025,94,77,3,17,WH-01
PO12313,SUP-003,Supplier C,AX-4312,28-10-2024,01-11-2024,357,339,4,18,WH-01
PO12314,SUP-003,Supplier C,CL-7781,22-02-2026,01-03-2026,298,295,7,3,WH-01
PO12315,SUP-001,Supplier A,MN-5544,01-05-2024,12-05-2024,83,82,11,1,WH-01
PO12316,SUP-003,Supplier C,MN-5544,29-12-2025,03-01-2026,104,95,5,9,WH-01
PO12317,SUP-002,Supplier B,ZX-9910,25-10-2025,04-11-2025,346,334,10,12,WH-01
PO12318,SUP-003,Supplier C,MN-5544,23-10-2024,30-10-2024,59,22,7,37,WH-01
PO12319,SUP-003,Supplier C,BR-2208,04-05-2025,15-05-2025,177,157,11,20,WH-03
PO12320,SUP-002,Supplier B,AX-4312,09-11-2025,17-11-2025,242,215,8,27,WH-01
PO12321,SUP-003,Supplier C,MN-5544,27-09-2024,28-09-2024,280,267,1,13,WH-01
PO12322,SUP-002,Supplier B,ZX-9910,17-11-2025,22-11-2025,79,59,5,20,WH-01
PO12323,SUP-003,Supplier C,MN-5544,01-01-2025,02-01-2025,314,298,1,16,WH-01
PO12324,SUP-003,Supplier C,MN-5544,04-06-2024,09-06-2024,107,77,5,30,WH-01
PO12325,SUP-003,Supplier C,ZX-9910,30-04-2025,04-05-2025,345,308,4,37,WH-01
PO12326,SUP-002,Supplier B,AX-4312,03-04-2024,14-04-2024,112,94,11,18,WH-01
PO12327,SUP-002,Supplier B,AX-4312,18-01-2025,22-01-2025,355,323,4,32,WH-01
PO12328,SUP-001,Supplier A,AX-4312,07-07-2024,15-07-2024,146,118,8,28,WH-01
PO12329,SUP-001,Supplier A,MN-5544,11-10-2024,22-10-2024,341,332,11,9,WH-01
PO12330,SUP-002,Supplier B,BR-2208,08-11-2024,14-11-2024,362,362,6,0,WH-03
PO12331,SUP-002,Supplier B,BR-2208,20-07-2025,27-07-2025,268,248,7,20,WH-03
PO12332,SUP-001,Supplier A,CL-7781,21-08-2025,29-08-2025,287,265,8,22,WH-01
PO12333,SUP-001,Supplier A,BR-2208,02-09-2025,06-09-2025,231,207,4,24,WH-03
PO12334,SUP-002,Supplier B,ZX-9910,08-10-2025,13-10-2025,169,149,5,20,WH-01
PO12335,SUP-002,Supplier B,MN-5544,02-10-2024,04-10-2024,247,219,2,28,WH-01
PO12336,SUP-003,Supplier C,ZX-9910,05-08-2024,08-08-2024,242,240,3,2,WH-01
PO12337,SUP-001,Supplier A,CL-7781,22-08-2025,01-09-2025,326,292,10,34,WH-01
PO12338,SUP-002,Supplier B,CL-7781,01-08-2024,10-08-2024,89,87,9,2,WH-01
PO12339,SUP-002,Supplier B,ZX-9910,03-06-2024,12-06-2024,176,139,9,37,WH-01
PO12340,SUP-003,Supplier C,BR-2208,28-10-2025,04-11-2025,221,188,7,33,WH-03
PO12341,SUP-003,Supplier C,BR-2208,29-07-2024,03-08-2024,233,211,5,22,WH-03
PO12342,SUP-002,Supplier B,ZX-9910,16-01-2025,22-01-2025,136,128,6,8,WH-01
PO12343,SUP-003,Supplier C,ZX-9910,13-03-2024,14-03-2024,371,353,1,18,WH-01
PO12344,SUP-001,Supplier A,AX-4312,12-08-2025,15-08-2025,167,148,3,19,WH-01
PO12345,SUP-001,Supplier A,BR-2208,04-06-2024,13-06-2024,66,40,9,26,WH-03
PO12346,SUP-002,Supplier B,BR-2208,10-04-2025,12-04-2025,112,77,2,35,WH-03
PO12347,SUP-001,Supplier A,CL-7781,16-04-2025,19-04-2025,66,62,3,4,WH-01
PO12348,SUP-002,Supplier B,ZX-9910,23-10-2024,30-10-2024,295,289,7,6,WH-01
PO12349,SUP-001,Supplier A,AX-4312,21-02-2025,22-02-2025,88,53,1,35,WH-01
PO12350,SUP-002,Supplier B,CL-7781,17-07-2024,25-07-2024,246,217,8,29,WH-01
PO12351,SUP-001,Supplier A,CL-7781,02-11-2024,06-11-2024,265,237,4,28,WH-01
PO12352,SUP-003,Supplier C,CL-7781,19-05-2024,28-05-2024,245,222,9,23,WH-01
PO12353,SUP-003,Supplier C,MN-5544,12-02-2025,17-02-2025,195,177,5,18,WH-01
PO12354,SUP-002,Supplier B,CL-7781,25-08-2024,27-08-2024,66,37,2,29,WH-01
PO12355,SUP-003,Supplier C,ZX-9910,31-03-2025,08-04-2025,252,218,8,34,WH-01
PO12356,SUP-002,Supplier B,CL-7781,24-10-2024,31-10-2024,258,258,7,0,WH-01
PO12357,SUP-002,Supplier B,MN-5544,02-07-2025,11-07-2025,320,293,9,27,WH-01
PO12358,SUP-003,Supplier C,MN-5544,25-11-2024,03-12-2024,237,203,8,34,WH-01
PO12359,SUP-003,Supplier C,AX-4312,21-01-2025,27-01-2025,332,314,6,18,WH-01
PO12360,SUP-001,Supplier A,BR-2208,08-11-2024,12-11-2024,370,350,4,20,WH-03
PO12361,SUP-001,Supplier A,CL-7781,14-01-2026,15-01-2026,158,158,1,0,WH-01
PO12362,SUP-001,Supplier A,BR-2208,22-12-2024,01-01-2025,96,65,10,31,WH-03
PO12363,SUP-002,Supplier B,BR-2208,08-01-2025,15-01-2025,391,374,7,17,WH-03
PO12364,SUP-003,Supplier C,MN-5544,24-09-2024,05-10-2024,269,252,11,17,WH-01
PO12365,SUP-002,Supplier B,ZX-9910,24-01-2026,04-02-2026,216,188,11,28,WH-01
PO12366,SUP-002,Supplier B,AX-4312,30-06-2025,02-07-2025,121,91,2,30,WH-01
PO12367,SUP-002,Supplier B,MN-5544,08-02-2026,10-02-2026,376,341,2,35,WH-01
PO12368,SUP-002,Supplier B,MN-5544,04-01-2025,06-01-2025,87,79,2,8,WH-01
PO12369,SUP-002,Supplier B,ZX-9910,24-06-2025,05-07-2025,250,243,11,7,WH-01
PO12370,SUP-001,Supplier A,MN-5544,06-05-2025,09-05-2025,84,67,3,17,WH-01
PO12371,SUP-001,Supplier A,BR-2208,24-08-2025,29-08-2025,269,240,5,29,WH-03
PO12372,SUP-003,Supplier C,MN-5544,29-07-2025,02-08-2025,216,197,4,19,WH-01
PO12373,SUP-002,Supplier B,MN-5544,17-06-2024,26-06-2024,253,252,9,1,WH-01
PO12374,SUP-003,Supplier C,MN-5544,08-12-2024,19-12-2024,255,234,11,21,WH-01
PO12375,SUP-001,Supplier A,CL-7781,01-07-2025,08-07-2025,353,334,7,19,WH-01
PO12376,SUP-003,Supplier C,MN-5544,30-05-2024,05-06-2024,360,357,6,3,WH-01
PO12377,SUP-001,Supplier A,ZX-9910,12-12-2025,20-12-2025,266,266,8,0,WH-01
PO12378,SUP-003,Supplier C,CL-7781,25-04-2025,02-05-2025,234,204,7,30,WH-01
PO12379,SUP-001,Supplier A,ZX-9910,05-10-2025,15-10-2025,182,145,10,37,WH-01
PO12380,SUP-002,Supplier B,AX-4312,02-06-2024,09-06-2024,195,194,7,1,WH-01
PO12381,SUP-001,Supplier A,ZX-9910,04-01-2025,14-01-2025,157,141,10,16,WH-01
PO12382,SUP-002,Supplier B,ZX-9910,10-07-2024,14-07-2024,376,346,4,30,WH-01
PO12383,SUP-003,Supplier C,ZX-9910,29-11-2025,02-12-2025,301,263,3,38,WH-01
PO12384,SUP-003,Supplier C,ZX-9910,29-11-2025,06-12-2025,211,206,7,5,WH-01
PO12385,SUP-002,Supplier B,ZX-9910,20-04-2024,22-04-2024,94,61,2,33,WH-01
PO12386,SUP-001,Supplier A,AX-4312,08-05-2025,14-05-2025,227,191,6,36,WH-01
PO12387,SUP-002,Supplier B,CL-7781,28-11-2025,30-11-2025,52,31,2,21,WH-01
PO12388,SUP-001,Supplier A,CL-7781,16-06-2024,22-06-2024,123,121,6,2,WH-01
PO12389,SUP-001,Supplier A,BR-2208,31-08-2025,01-09-2025,56,44,1,12,WH-03
PO12390,SUP-001,Supplier A,AX-4312,15-07-2025,23-07-2025,371,368,8,3,WH-01
PO12391,SUP-001,Supplier A,BR-2208,06-01-2026,16-01-2026,280,257,10,23,WH-03
PO12392,SUP-001,Supplier A,ZX-9910,16-12-2025,17-12-2025,101,96,1,5,WH-01
PO12393,SUP-003,Supplier C,MN-5544,31-12-2025,03-01-2026,374,343,3,31,WH-01
PO12394,SUP-001,Supplier A,MN-5544,29-07-2025,08-08-2025,268,256,10,12,WH-01
PO12395,SUP-002,Supplier B,ZX-9910,26-11-2024,29-11-2024,326,303,3,23,WH-01
PO12396,SUP-003,Supplier C,ZX-9910,16-08-2025,22-08-2025,53,30,6,23,WH-01
PO12397,SUP-002,Supplier B,ZX-9910,05-02-2026,16-02-2026,308,305,11,3,WH-01
PO12398,SUP-001,Supplier A,CL-7781,23-07-2025,01-08-2025,217,183,9,34,WH-01
PO12399,SUP-001,Supplier A,MN-5544,03-06-2024,11-06-2024,157,133,8,24,WH-01
PO12400,SUP-003,Supplier C,BR-2208,25-03-2024,02-04-2024,373,360,8,13,WH-03
PO12401,SUP-003,Supplier C,MN-5544,19-11-2024,30-11-2024,311,295,11,16,WH-01
PO12402,SUP-002,Supplier B,ZX-9910,12-08-2024,16-08-2024,281,247,4,34,WH-01
PO12403,SUP-003,Supplier C,AX-4312,15-07-2024,16-07-2024,307,295,1,12,WH-01
PO12404,SUP-003,Supplier C,BR-2208,17-11-2025,21-11-2025,115,88,4,27,WH-03
PO12405,SUP-003,Supplier C,MN-5544,29-08-2024,09-09-2024,71,69,11,2,WH-01
PO12406,SUP-003,Supplier C,BR-2208,19-08-2025,22-08-2025,265,261,3,4,WH-03
PO12407,SUP-003,Supplier C,ZX-9910,24-03-2025,28-03-2025,152,114,4,38,WH-01
PO12408,SUP-003,Supplier C,MN-5544,24-07-2024,02-08-2024,362,351,9,11,WH-01
PO12409,SUP-003,Supplier C,CL-7781,09-09-2025,17-09-2025,106,67,8,39,WH-01
PO12410,SUP-002,Supplier B,ZX-9910,14-09-2024,20-09-2024,385,351,6,34,WH-01
PO12411,SUP-001,Supplier A,ZX-9910,16-04-2024,19-04-2024,54,29,3,25,WH-01
PO12412,SUP-003,Supplier C,AX-4312,26-11-2024,07-12-2024,376,367,11,9,WH-01
PO12413,SUP-003,Supplier C,MN-5544,29-06-2025,09-07-2025,165,132,10,33,WH-01
PO12414,SUP-001,Supplier A,AX-4312,06-01-2025,09-01-2025,249,219,3,30,WH-01
PO12415,SUP-001,Supplier A,AX-4312,16-05-2024,27-05-2024,286,280,11,6,WH-01
PO12416,SUP-002,Supplier B,CL-7781,24-12-2025,26-12-2025,119,88,2,31,WH-01
PO12417,SUP-002,Supplier B,CL-7781,23-11-2024,27-11-2024,275,260,4,15,WH-01
PO12418,SUP-002,Supplier B,CL-7781,13-12-2025,22-12-2025,248,210,9,38,WH-01
PO12419,SUP-003,Supplier C,MN-5544,26-03-2025,27-03-2025,94,84,1,10,WH-01
PO12420,SUP-003,Supplier C,MN-5544,11-06-2025,17-06-2025,140,135,6,5,WH-01
PO12421,SUP-003,Supplier C,BR-2208,15-06-2024,21-06-2024,179,158,6,21,WH-03
PO12422,SUP-003,Supplier C,BR-2208,25-08-2025,29-08-2025,138,124,4,14,WH-03
PO12423,SUP-002,Supplier B,ZX-9910,18-02-2026,19-02-2026,398,391,1,7,WH-01
PO12424,SUP-003,Supplier C,AX-4312,23-01-2026,28-01-2026,98,66,5,32,WH-01
PO12425,SUP-001,Supplier A,BR-2208,21-06-2024,27-06-2024,163,159,6,4,WH-03
PO12426,SUP-001,Supplier A,ZX-9910,23-07-2024,30-07-2024,323,286,7,37,WH-01
PO12427,SUP-002,Supplier B,MN-5544,11-12-2024,17-12-2024,342,313,6,29,WH-01
PO12428,SUP-003,Supplier C,AX-4312,20-06-2024,23-06-2024,369,360,3,9,WH-01
PO12429,SUP-002,Supplier B,ZX-9910,25-01-2026,04-02-2026,172,155,10,17,WH-01
PO12430,SUP-001,Supplier A,CL-7781,01-07-2025,08-07-2025,274,259,7,15,WH-01
PO12431,SUP-002,Supplier B,ZX-9910,26-03-2024,01-04-2024,212,179,6,33,WH-01
PO12432,SUP-001,Supplier A,BR-2208,09-01-2026,11-01-2026,399,387,2,12,WH-03
PO12433,SUP-002,Supplier B,AX-4312,22-10-2025,31-10-2025,364,360,9,4,WH-01
PO12434,SUP-001,Supplier A,AX-4312,04-05-2025,11-05-2025,141,103,7,38,WH-01
PO12435,SUP-001,Supplier A,CL-7781,02-12-2024,06-12-2024,329,303,4,26,WH-01
PO12436,SUP-002,Supplier B,AX-4312,18-05-2025,28-05-2025,177,171,10,6,WH-01
PO12437,SUP-002,Supplier B,BR-2208,03-12-2024,13-12-2024,96,59,10,37,WH-03
PO12438,SUP-002,Supplier B,MN-5544,01-01-2025,06-01-2025,275,261,5,14,WH-01
PO12439,SUP-002,Supplier B,CL-7781,05-02-2026,15-02-2026,97,67,10,30,WH-01
PO12440,SUP-002,Supplier B,ZX-9910,23-05-2024,26-05-2024,113,85,3,28,WH-01
PO12441,SUP-003,Supplier C,BR-2208,26-05-2024,01-06-2024,174,136,6,38,WH-03
PO12442,SUP-003,Supplier C,AX-4312,08-07-2024,12-07-2024,52,24,4,28,WH-01
PO12443,SUP-003,Supplier C,CL-7781,03-06-2025,07-06-2025,60,28,4,32,WH-01
PO12444,SUP-002,Supplier B,BR-2208,20-11-2024,26-11-2024,252,226,6,26,WH-03
PO12445,SUP-001,Supplier A,AX-4312,30-07-2024,31-07-2024,70,32,1,38,WH-01
PO12446,SUP-002,Supplier B,BR-2208,03-01-2026,09-01-2026,95,94,6,1,WH-03
PO12447,SUP-002,Supplier B,AX-4312,05-03-2025,16-03-2025,213,203,11,10,WH-01
PO12448,SUP-002,Supplier B,AX-4312,04-08-2024,06-08-2024,172,172,2,0,WH-01
PO12449,SUP-003,Supplier C,AX-4312,29-10-2024,01-11-2024,340,310,3,30,WH-01
PO12450,SUP-002,Supplier B,AX-4312,11-08-2024,18-08-2024,330,293,7,37,WH-01
PO12451,SUP-002,Supplier B,AX-4312,29-09-2025,03-10-2025,240,239,4,1,WH-01
PO12452,SUP-003,Supplier C,MN-5544,30-08-2025,01-09-2025,175,166,2,9,WH-02
PO12453,SUP-002,Supplier B,ZX-9910,23-07-2025,28-07-2025,314,313,5,1,WH-02
PO12454,SUP-002,Supplier B,MN-5544,04-03-2025,06-03-2025,237,200,2,37,WH-02
PO12455,SUP-001,Supplier A,CL-7781,07-05-2025,17-05-2025,163,152,10,11,WH-02
PO12456,SUP-003,Supplier C,AX-4312,23-10-2025,27-10-2025,134,129,4,5,WH-02
PO12457,SUP-001,Supplier A,AX-4312,04-07-2025,05-07-2025,267,247,1,20,WH-02
PO12458,SUP-001,Supplier A,CL-7781,25-12-2024,04-01-2025,279,254,10,25,WH-02
PO12459,SUP-003,Supplier C,CL-7781,05-07-2025,13-07-2025,310,296,8,14,WH-01
PO12460,SUP-002,Supplier B,MN-5544,24-11-2024,05-12-2024,193,193,11,0,WH-01
PO12461,SUP-002,Supplier B,CL-7781,23-03-2024,28-03-2024,308,278,5,30,WH-01
PO12462,SUP-001,Supplier A,AX-4312,25-03-2024,02-04-2024,257,237,8,20,WH-01
PO12463,SUP-003,Supplier C,AX-4312,03-08-2024,05-08-2024,204,167,2,37,WH-01
PO12464,SUP-001,Supplier A,ZX-9910,05-07-2025,15-07-2025,235,198,10,37,WH-01
PO12465,SUP-001,Supplier A,CL-7781,17-09-2025,26-09-2025,313,281,9,32,WH-01
PO12466,SUP-001,Supplier A,MN-5544,27-08-2025,01-09-2025,248,211,5,37,WH-01
PO12467,SUP-002,Supplier B,ZX-9910,26-03-2024,31-03-2024,249,229,5,20,WH-01
PO12468,SUP-002,Supplier B,CL-7781,23-06-2024,01-07-2024,325,318,8,7,WH-01
PO12469,SUP-001,Supplier A,MN-5544,05-09-2025,15-09-2025,351,321,10,30,WH-01
PO12470,SUP-001,Supplier A,AX-4312,10-08-2025,12-08-2025,298,270,2,28,WH-01
PO12471,SUP-001,Supplier A,CL-7781,22-10-2025,31-10-2025,320,291,9,29,WH-01
PO12472,SUP-001,Supplier A,AX-4312,19-10-2025,29-10-2025,334,319,10,15,WH-01
PO12473,SUP-002,Supplier B,CL-7781,23-12-2025,27-12-2025,133,97,4,36,WH-01
PO12474,SUP-003,Supplier C,BR-2208,26-08-2025,01-09-2025,376,354,6,22,WH-03
PO12475,SUP-001,Supplier A,AX-4312,30-11-2024,09-12-2024,281,253,9,28,WH-01
PO12476,SUP-001,Supplier A,AX-4312,18-04-2025,24-04-2025,215,185,6,30,WH-01
PO12477,SUP-003,Supplier C,BR-2208,02-05-2025,07-05-2025,274,266,5,8,WH-03
PO12478,SUP-003,Supplier C,AX-4312,31-07-2025,09-08-2025,140,117,9,23,WH-01
PO12479,SUP-002,Supplier B,ZX-9910,24-04-2025,04-05-2025,78,51,10,27,WH-01
PO12480,SUP-001,Supplier A,AX-4312,02-12-2025,10-12-2025,264,236,8,28,WH-01
PO12481,SUP-003,Supplier C,MN-5544,22-11-2024,27-11-2024,91,85,5,6,WH-01
PO12482,SUP-003,Supplier C,CL-7781,25-12-2025,04-01-2026,213,187,10,26,WH-01
PO12483,SUP-001,Supplier A,MN-5544,01-05-2025,11-05-2025,351,350,10,1,WH-01
PO12484,SUP-003,Supplier C,BR-2208,30-10-2024,08-11-2024,122,96,9,26,WH-03
PO12485,SUP-001,Supplier A,ZX-9910,09-02-2026,10-02-2026,136,127,1,9,WH-01
PO12486,SUP-001,Supplier A,ZX-9910,29-06-2024,09-07-2024,202,200,10,2,WH-01
PO12487,SUP-003,Supplier C,AX-4312,06-12-2024,12-12-2024,174,169,6,5,WH-01
