order_number,customer_id,customer_name,part_number,order_date,promise_date,shipped_date,qty_ordered,qty_shipped,backorder_qty,otif_flag,fill_rate,warehouse_id
SO22284,CUST-002,Customer Y,BR-2208,17-10-2025,20-10-2025,20-10-2025,7,1,6,0,0.1428571428571428,WH-03
SO22285,CUST-002,Customer Y,CL-7781,18-08-2025,21-08-2025,20-08-2025,5,0,5,0,0,WH-01
SO22286,CUST-002,Customer Y,BR-2208,04-10-2025,06-10-2025,05-10-2025,18,14,4,0,0.7777777777777778,WH-03
SO22287,CUST-002,Customer Y,MN-5544,18-10-2024,19-10-2024,21-10-2024,10,5,5,0,0.5,WH-01
SO22288,CUST-001,Customer X,BR-2208,29-10-2025,30-10-2025,29-10-2025,8,6,2,0,0.75,WH-03
SO22289,CUST-002,Customer Y,BR-2208,25-05-2025,26-05-2025,26-05-2025,35,34,1,0,0.9714285714285714,WH-03
SO22290,CUST-002,Customer Y,BR-2208,28-09-2024,01-10-2024,03-10-2024,27,22,5,0,0.8148148148148148,WH-03
SO22291,CUST-003,Customer Z,CL-7781,17-11-2024,20-11-2024,22-11-2024,29,24,5,0,0.8275862068965517,WH-01
SO22292,CUST-001,Customer X,ZX-9910,28-09-2024,01-10-2024,03-10-2024,6,0,6,0,0,WH-01
SO22293,CUST-002,Customer Y,AX-4312,26-07-2025,27-07-2025,28-07-2025,39,30,9,0,0.7692307692307693,WH-01
SO22294,CUST-003,Customer Z,AX-4312,29-06-2025,01-07-2025,02-07-2025,18,16,2,0,0.8888888888888888,WH-01
SO22295,CUST-001,Customer X,MN-5544,15-09-2025,16-09-2025,18-09-2025,5,4,1,0,0.8,WH-01
SO22296,CUST-002,Customer Y,AX-4312,18-06-2025,21-06-2025,23-06-2025,8,5,3,0,0.625,WH-01
SO22297,CUST-002,Customer Y,ZX-9910,25-12-2024,26-12-2024,26-12-2024,36,28,8,0,0.7777777777777778,WH-01
SO22298,CUST-003,Customer Z,CL-7781,30-06-2025,03-07-2025,05-07-2025,7,4,3,0,0.5714285714285714,WH-01
SO22299,CUST-002,Customer Y,ZX-9910,29-09-2025,03-10-2025,03-10-2025,26,24,2,0,0.9230769230769232,WH-01
SO22300,CUST-003,Customer Z,CL-7781,13-05-2025,16-05-2025,15-05-2025,12,4,8,0,0.3333333333333333,WH-01
SO22301,CUST-001,Customer X,CL-7781,18-11-2024,21-11-2024,23-11-2024,7,4,3,0,0.5714285714285714,WH-01
SO22302,CUST-001,Customer X,AX-4312,17-03-2024,19-03-2024,18-03-2024,25,17,8,0,0.68,WH-01
SO22303,CUST-001,Customer X,CL-7781,01-10-2025,02-10-2025,02-10-2025,23,17,6,0,0.7391304347826086,WH-01
SO22304,CUST-001,Customer X,AX-4312,05-09-2025,09-09-2025,09-09-2025,24,20,4,0,0.8333333333333334,WH-01
SO22305,CUST-002,Customer Y,AX-4312,12-10-2024,14-10-2024,15-10-2024,14,13,1,0,0.9285714285714286,WH-01
SO22306,CUST-003,Customer Z,AX-4312,29-12-2024,01-01-2025,02-01-2025,24,23,1,0,0.9583333333333334,WH-01
SO22307,CUST-003,Customer Z,MN-5544,20-09-2025,23-09-2025,23-09-2025,22,13,9,0,0.5909090909090909,WH-01
SO22308,CUST-001,Customer X,MN-5544,04-03-2024,06-03-2024,07-03-2024,5,0,5,0,0,WH-01
SO22309,CUST-001,Customer X,MN-5544,13-08-2024,15-08-2024,14-08-2024,5,0,5,0,0,WH-01
SO22310,CUST-002,Customer Y,ZX-9910,05-03-2024,08-03-2024,07-03-2024,13,7,6,0,0.5384615384615384,WH-01
SO22311,CUST-003,Customer Z,ZX-9910,26-11-2025,27-11-2025,28-11-2025,22,22,0,0,1,WH-01
SO22312,CUST-002,Customer Y,ZX-9910,05-10-2025,09-10-2025,10-10-2025,15,12,3,0,0.8,WH-01
SO22313,CUST-002,Customer Y,AX-4312,05-01-2026,06-01-2026,08-01-2026,34,27,7,0,0.7941176470588235,WH-01
SO22314,CUST-003,Customer Z,CL-7781,28-11-2025,02-12-2025,01-12-2025,16,16,0,1,1,WH-01
SO22315,CUST-002,Customer Y,BR-2208,16-02-2025,19-02-2025,18-02-2025,22,17,5,0,0.7727272727272727,WH-03
SO22316,CUST-001,Customer X,AX-4312,10-11-2024,12-11-2024,14-11-2024,30,23,7,0,0.7666666666666667,WH-01
SO22317,CUST-001,Customer X,ZX-9910,25-06-2025,28-06-2025,29-06-2025,26,17,9,0,0.6538461538461539,WH-01
SO22318,CUST-001,Customer X,ZX-9910,03-08-2024,06-08-2024,08-08-2024,25,17,8,0,0.68,WH-01
SO22319,CUST-003,Customer Z,AX-4312,28-02-2025,02-03-2025,04-03-2025,30,27,3,0,0.9,WH-01
SO22320,CUST-003,Customer Z,CL-7781,05-04-2025,09-04-2025,11-04-2025,30,26,4,0,0.8666666666666667,WH-01
SO22321,CUST-003,Customer Z,AX-4312,03-02-2026,05-02-2026,06-02-2026,19,14,5,0,0.7368421052631579,WH-01
SO22322,CUST-001,Customer X,AX-4312,12-09-2024,15-09-2024,16-09-2024,32,25,7,0,0.78125,WH-01
SO22323,CUST-003,Customer Z,AX-4312,24-08-2025,25-08-2025,24-08-2025,21,14,7,0,0.6666666666666666,WH-01
SO22324,CUST-003,Customer Z,ZX-9910,08-04-2024,09-04-2024,08-04-2024,28,19,9,0,0.6785714285714286,WH-01
SO22325,CUST-003,Customer Z,AX-4312,04-01-2025,08-01-2025,08-01-2025,35,34,1,0,0.9714285714285714,WH-01
SO22326,CUST-001,Customer X,AX-4312,16-03-2025,18-03-2025,18-03-2025,7,0,7,0,0,WH-01
SO22327,CUST-001,Customer X,CL-7781,01-10-2024,05-10-2024,06-10-2024,16,7,9,0,0.4375,WH-01
SO22328,CUST-001,Customer X,MN-5544,18-08-2025,21-08-2025,21-08-2025,32,30,2,0,0.9375,WH-01
SO22329,CUST-003,Customer Z,CL-7781,03-03-2025,05-03-2025,04-03-2025,10,10,0,1,1,WH-01
SO22330,CUST-001,Customer X,CL-7781,30-04-2025,03-05-2025,05-05-2025,18,15,3,0,0.8333333333333334,WH-01
SO22331,CUST-001,Customer X,ZX-9910,20-08-2024,21-08-2024,22-08-2024,39,32,7,0,0.8205128205128205,WH-01
SO22332,CUST-001,Customer X,MN-5544,19-04-2024,21-04-2024,20-04-2024,28,26,2,0,0.9285714285714286,WH-01
SO22333,CUST-001,Customer X,AX-4312,30-10-2025,31-10-2025,02-11-2025,6,3,3,0,0.5,WH-01
SO22334,CUST-002,Customer Y,AX-4312,24-10-2025,26-10-2025,25-10-2025,19,19,0,1,1,WH-01
SO22335,CUST-001,Customer X,BR-2208,21-03-2024,25-03-2024,24-03-2024,5,0,5,0,0,WH-03
SO22336,CUST-003,Customer Z,ZX-9910,18-01-2026,21-01-2026,22-01-2026,11,11,0,0,1,WH-01
SO22337,CUST-002,Customer Y,AX-4312,05-03-2025,06-03-2025,06-03-2025,33,24,9,0,0.7272727272727273,WH-01
SO22338,CUST-001,Customer X,AX-4312,18-05-2025,21-05-2025,21-05-2025,28,28,0,1,1,WH-01
SO22339,CUST-002,Customer Y,AX-4312,25-03-2025,29-03-2025,29-03-2025,17,14,3,0,0.8235294117647058,WH-01
SO22340,CUST-002,Customer Y,BR-2208,17-05-2025,18-05-2025,18-05-2025,14,7,7,0,0.5,WH-03
SO22341,CUST-002,Customer Y,ZX-9910,08-03-2025,11-03-2025,12-03-2025,11,2,9,0,0.1818181818181818,WH-01
SO22342,CUST-001,Customer X,BR-2208,21-04-2024,24-04-2024,24-04-2024,19,11,8,0,0.5789473684210527,WH-03
SO22343,CUST-001,Customer X,CL-7781,25-12-2025,28-12-2025,27-12-2025,22,21,1,0,0.9545454545454546,WH-01
SO22344,CUST-003,Customer Z,AX-4312,19-12-2025,23-12-2025,24-12-2025,16,10,6,0,0.625,WH-01
SO22345,CUST-002,Customer Y,ZX-9910,08-06-2024,09-06-2024,09-06-2024,30,23,7,0,0.7666666666666667,WH-01
SO22346,CUST-001,Customer X,CL-7781,05-10-2024,07-10-2024,07-10-2024,6,2,4,0,0.3333333333333333,WH-01
SO22347,CUST-003,Customer Z,AX-4312,10-12-2025,13-12-2025,12-12-2025,8,3,5,0,0.375,WH-01
SO22348,CUST-003,Customer Z,AX-4312,29-04-2024,02-05-2024,01-05-2024,23,16,7,0,0.6956521739130435,WH-01
SO22349,CUST-001,Customer X,AX-4312,15-06-2025,18-06-2025,17-06-2025,5,0,5,0,0,WH-01
SO22350,CUST-003,Customer Z,AX-4312,04-12-2025,07-12-2025,09-12-2025,31,28,3,0,0.9032258064516128,WH-02
SO22351,CUST-003,Customer Z,BR-2208,03-01-2026,05-01-2026,05-01-2026,27,27,0,1,1,WH-03
SO22352,CUST-002,Customer Y,MN-5544,07-07-2024,11-07-2024,12-07-2024,39,36,3,0,0.9230769230769232,WH-01
SO22353,CUST-003,Customer Z,ZX-9910,02-02-2025,06-02-2025,05-02-2025,21,16,5,0,0.7619047619047619,WH-01
SO22354,CUST-002,Customer Y,BR-2208,25-03-2025,27-03-2025,27-03-2025,31,22,9,0,0.7096774193548387,WH-03
SO22355,CUST-001,Customer X,AX-4312,08-10-2025,10-10-2025,12-10-2025,10,7,3,0,0.7,WH-01
SO22356,CUST-002,Customer Y,BR-2208,10-12-2025,13-12-2025,15-12-2025,11,9,2,0,0.8181818181818182,WH-03
SO22357,CUST-002,Customer Y,CL-7781,26-09-2024,28-09-2024,27-09-2024,30,21,9,0,0.7,WH-01
SO22358,CUST-002,Customer Y,BR-2208,28-05-2024,31-05-2024,31-05-2024,32,23,9,0,0.71875,WH-03
SO22359,CUST-002,Customer Y,AX-4312,17-11-2024,18-11-2024,18-11-2024,34,28,6,0,0.8235294117647058,WH-01
SO22360,CUST-002,Customer Y,ZX-9910,23-10-2024,26-10-2024,25-10-2024,28,20,8,0,0.7142857142857143,WH-01
SO22361,CUST-003,Customer Z,CL-7781,14-02-2025,16-02-2025,15-02-2025,9,7,2,0,0.7777777777777778,WH-01
SO22362,CUST-001,Customer X,ZX-9910,18-06-2024,21-06-2024,22-06-2024,17,13,4,0,0.7647058823529411,WH-01
SO22363,CUST-002,Customer Y,CL-7781,13-11-2025,17-11-2025,17-11-2025,26,18,8,0,0.6923076923076923,WH-01
SO22364,CUST-002,Customer Y,BR-2208,25-06-2024,26-06-2024,28-06-2024,30,26,4,0,0.8666666666666667,WH-03
SO22365,CUST-002,Customer Y,CL-7781,23-10-2025,24-10-2025,24-10-2025,26,26,0,1,1,WH-01
SO22366,CUST-003,Customer Z,BR-2208,02-02-2025,05-02-2025,07-02-2025,18,10,8,0,0.5555555555555556,WH-03
SO22367,CUST-001,Customer X,MN-5544,11-12-2024,13-12-2024,15-12-2024,10,10,0,0,1,WH-01
SO22368,CUST-002,Customer Y,ZX-9910,23-09-2025,24-09-2025,26-09-2025,19,18,1,0,0.9473684210526316,WH-01
SO22369,CUST-002,Customer Y,ZX-9910,24-09-2025,25-09-2025,26-09-2025,7,3,4,0,0.4285714285714285,WH-01
SO22370,CUST-003,Customer Z,MN-5544,22-08-2024,23-08-2024,24-08-2024,5,0,5,0,0,WH-01
SO22371,CUST-001,Customer X,BR-2208,19-08-2025,21-08-2025,22-08-2025,23,20,3,0,0.8695652173913043,WH-03
SO22372,CUST-002,Customer Y,BR-2208,18-10-2025,20-10-2025,20-10-2025,18,15,3,0,0.8333333333333334,WH-03
SO22373,CUST-002,Customer Y,BR-2208,21-02-2025,23-02-2025,24-02-2025,29,21,8,0,0.7241379310344828,WH-03
SO22374,CUST-002,Customer Y,AX-4312,08-02-2026,09-02-2026,11-02-2026,16,7,9,0,0.4375,WH-01
SO22375,CUST-002,Customer Y,AX-4312,13-07-2025,15-07-2025,15-07-2025,38,35,3,0,0.9210526315789472,WH-01
SO22376,CUST-001,Customer X,MN-5544,25-01-2025,26-01-2025,27-01-2025,10,9,1,0,0.9,WH-01
SO22377,CUST-003,Customer Z,BR-2208,14-12-2025,17-12-2025,16-12-2025,20,16,4,0,0.8,WH-03
SO22378,CUST-003,Customer Z,BR-2208,10-03-2025,14-03-2025,14-03-2025,14,13,1,0,0.9285714285714286,WH-03
SO22379,CUST-003,Customer Z,AX-4312,18-03-2024,20-03-2024,19-03-2024,32,25,7,0,0.78125,WH-01
SO22380,CUST-002,Customer Y,MN-5544,05-02-2025,08-02-2025,07-02-2025,8,1,7,0,0.125,WH-01
SO22381,CUST-001,Customer X,AX-4312,03-04-2024,06-04-2024,06-04-2024,16,15,1,0,0.9375,WH-01
SO22382,CUST-001,Customer X,AX-4312,27-12-2025,30-12-2025,01-01-2026,10,6,4,0,0.6,WH-01
SO22383,CUST-001,Customer X,BR-2208,12-06-2024,14-06-2024,14-06-2024,6,0,6,0,0,WH-03
SO22384,CUST-003,Customer Z,MN-5544,19-08-2024,22-08-2024,22-08-2024,38,31,7,0,0.8157894736842105,WH-01
SO22385,CUST-002,Customer Y,ZX-9910,10-07-2025,14-07-2025,13-07-2025,21,18,3,0,0.8571428571428571,WH-01
SO22386,CUST-001,Customer X,CL-7781,21-02-2026,23-02-2026,25-02-2026,35,35,0,0,1,WH-01
SO22387,CUST-001,Customer X,BR-2208,26-02-2026,27-02-2026,26-02-2026,23,23,0,1,1,WH-03
SO22388,CUST-003,Customer Z,ZX-9910,23-10-2025,25-10-2025,27-10-2025,9,3,6,0,0.3333333333333333,WH-01
SO22389,CUST-002,Customer Y,AX-4312,07-02-2026,09-02-2026,08-02-2026,20,20,0,1,1,WH-01
SO22390,CUST-001,Customer X,ZX-9910,12-05-2025,14-05-2025,15-05-2025,11,8,3,0,0.7272727272727273,WH-01
SO22391,CUST-002,Customer Y,AX-4312,23-12-2024,27-12-2024,29-12-2024,27,26,1,0,0.9629629629629628,WH-01
SO22392,CUST-001,Customer X,AX-4312,11-10-2024,13-10-2024,13-10-2024,16,10,6,0,0.625,WH-01
SO22393,CUST-001,Customer X,BR-2208,10-04-2025,12-04-2025,12-04-2025,35,32,3,0,0.9142857142857144,WH-03
SO22394,CUST-002,Customer Y,CL-7781,13-02-2026,14-02-2026,16-02-2026,23,21,2,0,0.9130434782608696,WH-01
SO22395,CUST-003,Customer Z,MN-5544,02-08-2024,06-08-2024,06-08-2024,8,3,5,0,0.375,WH-01
SO22396,CUST-003,Customer Z,BR-2208,09-12-2025,12-12-2025,13-12-2025,23,14,9,0,0.6086956521739131,WH-03
SO22397,CUST-003,Customer Z,ZX-9910,28-02-2026,04-03-2026,04-03-2026,34,33,1,0,0.9705882352941176,WH-01
SO22398,CUST-001,Customer X,BR-2208,07-09-2024,11-09-2024,13-09-2024,13,6,7,0,0.4615384615384615,WH-03
SO22399,CUST-002,Customer Y,AX-4312,25-07-2024,28-07-2024,28-07-2024,7,1,6,0,0.1428571428571428,WH-01
SO22400,CUST-001,Customer X,MN-5544,04-01-2025,07-01-2025,07-01-2025,17,12,5,0,0.7058823529411765,WH-01
SO22401,CUST-001,Customer X,CL-7781,28-08-2024,31-08-2024,30-08-2024,17,9,8,0,0.5294117647058824,WH-01
SO22402,CUST-002,Customer Y,MN-5544,11-03-2024,13-03-2024,15-03-2024,9,6,3,0,0.6666666666666666,WH-01
SO22403,CUST-003,Customer Z,CL-7781,03-10-2025,05-10-2025,04-10-2025,18,11,7,0,0.6111111111111112,WH-01
SO22404,CUST-003,Customer Z,ZX-9910,08-10-2024,12-10-2024,11-10-2024,28,26,2,0,0.9285714285714286,WH-01
SO22405,CUST-002,Customer Y,AX-4312,11-10-2024,12-10-2024,12-10-2024,38,37,1,0,0.9736842105263158,WH-01
SO22406,CUST-002,Customer Y,ZX-9910,02-10-2024,05-10-2024,07-10-2024,7,1,6,0,0.1428571428571428,WH-01
SO22407,CUST-002,Customer Y,CL-7781,15-02-2025,17-02-2025,17-02-2025,12,12,0,1,1,WH-01
SO22408,CUST-003,Customer Z,CL-7781,04-10-2024,07-10-2024,08-10-2024,20,11,9,0,0.55,WH-01
SO22409,CUST-001,Customer X,MN-5544,09-08-2024,10-08-2024,10-08-2024,29,22,7,0,0.7586206896551724,WH-01
SO22410,CUST-001,Customer X,BR-2208,16-09-2024,18-09-2024,18-09-2024,8,5,3,0,0.625,WH-03
SO22411,CUST-003,Customer Z,MN-5544,07-08-2024,09-08-2024,09-08-2024,33,30,3,0,0.9090909090909092,WH-01
SO22412,CUST-002,Customer Y,BR-2208,04-09-2024,05-09-2024,04-09-2024,25,21,4,0,0.84,WH-03
SO22413,CUST-002,Customer Y,CL-7781,10-12-2024,14-12-2024,13-12-2024,30,23,7,0,0.7666666666666667,WH-01
SO22414,CUST-003,Customer Z,MN-5544,19-01-2025,22-01-2025,22-01-2025,13,7,6,0,0.5384615384615384,WH-01
SO22415,CUST-002,Customer Y,BR-2208,03-12-2025,04-12-2025,03-12-2025,22,14,8,0,0.6363636363636364,WH-03
SO22416,CUST-003,Customer Z,MN-5544,03-02-2026,05-02-2026,04-02-2026,15,7,8,0,0.4666666666666667,WH-01
SO22417,CUST-002,Customer Y,BR-2208,20-09-2024,22-09-2024,21-09-2024,39,34,5,0,0.8717948717948718,WH-03
SO22418,CUST-001,Customer X,CL-7781,10-04-2025,13-04-2025,14-04-2025,39,38,1,0,0.9743589743589745,WH-01
SO22419,CUST-001,Customer X,MN-5544,09-11-2025,13-11-2025,13-11-2025,12,6,6,0,0.5,WH-01
SO22420,CUST-003,Customer Z,BR-2208,15-02-2026,18-02-2026,20-02-2026,21,21,0,0,1,WH-03
SO22421,CUST-002,Customer Y,CL-7781,19-12-2024,20-12-2024,19-12-2024,17,10,7,0,0.5882352941176471,WH-01
SO22422,CUST-002,Customer Y,MN-5544,15-06-2025,19-06-2025,18-06-2025,10,6,4,0,0.6,WH-01
SO22423,CUST-003,Customer Z,MN-5544,30-04-2025,02-05-2025,03-05-2025,13,8,5,0,0.6153846153846154,WH-01
SO22424,CUST-003,Customer Z,AX-4312,26-03-2025,30-03-2025,29-03-2025,13,6,7,0,0.4615384615384615,WH-01
SO22425,CUST-001,Customer X,CL-7781,14-09-2024,18-09-2024,18-09-2024,7,5,2,0,0.7142857142857143,WH-01
SO22426,CUST-002,Customer Y,ZX-9910,19-06-2025,21-06-2025,23-06-2025,20,17,3,0,0.85,WH-01
SO22427,CUST-003,Customer Z,CL-7781,14-10-2024,16-10-2024,16-10-2024,34,33,1,0,0.9705882352941176,WH-01
SO22428,CUST-003,Customer Z,ZX-9910,15-10-2024,16-10-2024,17-10-2024,21,13,8,0,0.6190476190476191,WH-01
SO22429,CUST-001,Customer X,ZX-9910,21-04-2025,23-04-2025,25-04-2025,9,3,6,0,0.3333333333333333,WH-01
SO22430,CUST-003,Customer Z,BR-2208,15-08-2025,17-08-2025,19-08-2025,15,14,1,0,0.9333333333333332,WH-03
SO22431,CUST-003,Customer Z,ZX-9910,09-04-2024,12-04-2024,12-04-2024,32,31,1,0,0.96875,WH-01
SO22432,CUST-001,Customer X,ZX-9910,09-09-2025,11-09-2025,13-09-2025,8,1,7,0,0.125,WH-01
SO22433,CUST-001,Customer X,ZX-9910,03-08-2024,04-08-2024,06-08-2024,33,24,9,0,0.7272727272727273,WH-01
SO22434,CUST-003,Customer Z,CL-7781,31-05-2025,04-06-2025,04-06-2025,22,22,0,1,1,WH-01
SO22435,CUST-003,Customer Z,ZX-9910,03-12-2024,07-12-2024,07-12-2024,19,11,8,0,0.5789473684210527,WH-01
SO22436,CUST-003,Customer Z,CL-7781,04-02-2026,05-02-2026,06-02-2026,6,1,5,0,0.1666666666666666,WH-01
SO22437,CUST-002,Customer Y,BR-2208,10-01-2025,11-01-2025,12-01-2025,38,37,1,0,0.9736842105263158,WH-03
SO22438,CUST-002,Customer Y,ZX-9910,07-10-2024,11-10-2024,11-10-2024,14,9,5,0,0.6428571428571429,WH-01
SO22439,CUST-003,Customer Z,MN-5544,10-07-2025,13-07-2025,15-07-2025,21,18,3,0,0.8571428571428571,WH-01
SO22440,CUST-003,Customer Z,CL-7781,31-10-2024,04-11-2024,06-11-2024,31,27,4,0,0.8709677419354839,WH-01
SO22441,CUST-001,Customer X,MN-5544,22-12-2024,24-12-2024,24-12-2024,35,29,6,0,0.8285714285714286,WH-01
SO22442,CUST-003,Customer Z,AX-4312,25-06-2025,28-06-2025,28-06-2025,37,35,2,0,0.945945946,WH-01
SO22443,CUST-003,Customer Z,MN-5544,10-01-2026,11-01-2026,11-01-2026,21,20,1,0,0.9523809523809524,WH-01
SO22444,CUST-001,Customer X,ZX-9910,27-08-2025,31-08-2025,01-09-2025,14,11,3,0,0.7857142857142857,WH-01
SO22445,CUST-003,Customer Z,AX-4312,02-05-2025,06-05-2025,07-05-2025,5,0,5,0,0,WH-01
SO22446,CUST-002,Customer Y,BR-2208,27-08-2024,31-08-2024,30-08-2024,38,38,0,1,1,WH-03
SO22447,CUST-003,Customer Z,MN-5544,02-01-2025,05-01-2025,05-01-2025,37,33,4,0,0.8918918918918919,WH-01
SO22448,CUST-002,Customer Y,ZX-9910,02-08-2025,04-08-2025,04-08-2025,9,9,0,1,1,WH-01
SO22449,CUST-003,Customer Z,MN-5544,03-12-2025,04-12-2025,03-12-2025,10,6,4,0,0.6,WH-01
SO22450,CUST-003,Customer Z,MN-5544,02-07-2025,04-07-2025,03-07-2025,9,0,9,0,0,WH-01
SO22451,CUST-003,Customer Z,ZX-9910,26-02-2026,27-02-2026,28-02-2026,17,13,4,0,0.7647058823529411,WH-01
SO22452,CUST-002,Customer Y,ZX-9910,17-04-2025,19-04-2025,20-04-2025,8,7,1,0,0.875,WH-01
SO22453,CUST-002,Customer Y,AX-4312,10-11-2025,11-11-2025,11-11-2025,17,16,1,0,0.9411764705882352,WH-01
SO22454,CUST-001,Customer X,CL-7781,13-07-2025,15-07-2025,16-07-2025,14,9,5,0,0.6428571428571429,WH-01
SO22455,CUST-002,Customer Y,BR-2208,06-08-2025,10-08-2025,09-08-2025,19,12,7,0,0.631578947,WH-03
SO22456,CUST-003,Customer Z,ZX-9910,06-12-2024,07-12-2024,06-12-2024,26,26,0,1,1,WH-01
SO22457,CUST-003,Customer Z,AX-4312,10-11-2025,11-11-2025,12-11-2025,26,18,8,0,0.6923076923076923,WH-01
SO22458,CUST-003,Customer Z,CL-7781,30-12-2025,31-12-2025,01-01-2026,22,13,9,0,0.5909090909090909,WH-01
SO22459,CUST-001,Customer X,MN-5544,22-07-2024,23-07-2024,24-07-2024,10,3,7,0,0.3,WH-01
SO22460,CUST-001,Customer X,CL-7781,12-08-2024,16-08-2024,17-08-2024,25,24,1,0,0.96,WH-01
SO22461,CUST-003,Customer Z,MN-5544,10-10-2024,12-10-2024,13-10-2024,30,26,4,0,0.8666666666666667,WH-01
SO22462,CUST-002,Customer Y,AX-4312,27-01-2025,31-01-2025,02-02-2025,32,26,6,0,0.8125,WH-01
SO22463,CUST-003,Customer Z,CL-7781,09-02-2026,12-02-2026,14-02-2026,17,16,1,0,0.9411764705882352,WH-01
SO22464,CUST-003,Customer Z,CL-7781,25-06-2025,28-06-2025,28-06-2025,15,8,7,0,0.5333333333333333,WH-01
SO22465,CUST-001,Customer X,AX-4312,10-10-2024,14-10-2024,13-10-2024,12,10,2,0,0.8333333333333334,WH-01
SO22466,CUST-002,Customer Y,AX-4312,13-05-2024,16-05-2024,15-05-2024,39,35,4,0,0.8974358974358975,WH-01
SO22467,CUST-003,Customer Z,AX-4312,08-04-2025,11-04-2025,13-04-2025,21,20,1,0,0.9523809523809524,WH-01
SO22468,CUST-001,Customer X,BR-2208,25-11-2025,27-11-2025,29-11-2025,20,17,3,0,0.85,WH-03
SO22469,CUST-002,Customer Y,AX-4312,07-12-2025,08-12-2025,08-12-2025,32,24,8,0,0.75,WH-01
SO22470,CUST-003,Customer Z,MN-5544,17-04-2024,20-04-2024,20-04-2024,28,28,0,1,1,WH-02
SO22471,CUST-003,Customer Z,AX-4312,05-06-2025,06-06-2025,05-06-2025,29,26,3,0,0.896551724,WH-01
SO22472,CUST-002,Customer Y,AX-4312,27-01-2026,29-01-2026,29-01-2026,6,4,2,0,0.6666666666666666,WH-01
SO22473,CUST-001,Customer X,MN-5544,22-08-2025,24-08-2025,26-08-2025,35,33,2,0,0.9428571428571428,WH-01
SO22474,CUST-003,Customer Z,ZX-9910,15-12-2025,17-12-2025,17-12-2025,18,16,2,0,0.8888888888888888,WH-01
SO22475,CUST-002,Customer Y,ZX-9910,01-12-2025,05-12-2025,04-12-2025,34,32,2,0,0.9411764705882352,WH-01
SO22476,CUST-003,Customer Z,AX-4312,20-08-2025,22-08-2025,24-08-2025,23,15,8,0,0.6521739130434783,WH-01
SO22477,CUST-001,Customer X,BR-2208,24-03-2024,27-03-2024,27-03-2024,11,3,8,0,0.2727272727272727,WH-03
SO22478,CUST-002,Customer Y,ZX-9910,24-05-2024,28-05-2024,27-05-2024,16,11,5,0,0.6875,WH-01
SO22479,CUST-003,Customer Z,CL-7781,15-11-2025,17-11-2025,19-11-2025,25,23,2,0,0.92,WH-01
SO22480,CUST-001,Customer X,AX-4312,25-09-2025,27-09-2025,29-09-2025,8,7,1,0,0.875,WH-01
SO22481,CUST-002,Customer Y,AX-4312,23-12-2025,25-12-2025,24-12-2025,6,5,1,0,0.8333333333333334,WH-01
SO22482,CUST-003,Customer Z,MN-5544,25-01-2026,27-01-2026,28-01-2026,22,19,3,0,0.8636363636363636,WH-01
SO22483,CUST-001,Customer X,BR-2208,19-01-2026,22-01-2026,23-01-2026,24,20,4,0,0.8333333333333334,WH-03
SO22484,CUST-002,Customer Y,BR-2208,23-04-2024,26-04-2024,26-04-2024,29,28,1,0,0.9655172413793104,WH-03
SO22485,CUST-001,Customer X,MN-5544,15-12-2025,19-12-2025,20-12-2025,30,27,3,0,0.9,WH-01
SO22486,CUST-002,Customer Y,BR-2208,30-06-2024,03-07-2024,05-07-2024,14,9,5,0,0.6428571428571429,WH-03
SO22487,CUST-003,Customer Z,MN-5544,13-07-2024,17-07-2024,17-07-2024,13,7,6,0,0.5384615384615384,WH-01
SO22488,CUST-003,Customer Z,BR-2208,02-05-2024,06-05-2024,07-05-2024,23,21,2,0,0.9130434782608696,WH-03
SO22489,CUST-003,Customer Z,AX-4312,02-09-2025,06-09-2025,06-09-2025,17,9,8,0,0.5294117647058824,WH-01
SO22490,CUST-003,Customer Z,AX-4312,04-04-2024,08-04-2024,07-04-2024,32,23,9,0,0.71875,WH-01
SO22491,CUST-003,Customer Z,ZX-9910,23-03-2025,24-03-2025,25-03-2025,34,30,4,0,0.8823529411764706,WH-01
SO22492,CUST-003,Customer Z,BR-2208,11-12-2024,12-12-2024,12-12-2024,25,20,5,0,0.8,WH-03
SO22493,CUST-003,Customer Z,BR-2208,10-01-2025,13-01-2025,13-01-2025,10,9,1,0,0.9,WH-03
SO22494,CUST-002,Customer Y,BR-2208,06-06-2024,10-06-2024,10-06-2024,5,0,5,0,0,WH-03
SO22495,CUST-003,Customer Z,AX-4312,27-11-2024,29-11-2024,29-11-2024,27,27,0,1,1,WH-01
SO22496,CUST-001,Customer X,ZX-9910,19-08-2024,22-08-2024,22-08-2024,7,6,1,0,0.8571428571428571,WH-01
SO22497,CUST-001,Customer X,ZX-9910,18-11-2025,22-11-2025,21-11-2025,21,20,1,0,0.9523809523809524,WH-01
SO22498,CUST-003,Customer Z,MN-5544,22-05-2025,23-05-2025,24-05-2025,26,18,8,0,0.6923076923076923,WH-01
SO22499,CUST-003,Customer Z,CL-7781,20-03-2025,23-03-2025,24-03-2025,36,34,2,0,0.9444444444444444,WH-01
SO22500,CUST-001,Customer X,BR-2208,01-03-2024,05-03-2024,07-03-2024,14,11,3,0,0.7857142857142857,WH-03
SO22501,CUST-001,Customer X,AX-4312,21-08-2025,22-08-2025,21-08-2025,18,13,5,0,0.7222222222222222,WH-01
